<oov> 1.0	oov
جنہوں 1.0	DZ I N H OON
اڑاتے 1.0	U RR AA TD AY
فلاحی 1.0	F A L AA H II
انضمام 1.0	I N Z I M AA M
معذور 1.0	M AA Z UU R
ملکیت 1.0	M U L K II J A TD
سرگرمیاں 1.0	S A R G A R M I J AAN
بدلنا 1.0	B A DD A L N AA
روٹی 1.0	R OO T II
انداز 1.0	A N DD AA Z
اجمل 1.0	A DZ M A L
اطراف 1.0	I TD R AA F
سفارش 1.0	S A F AA R I SH
حیران 1.0	H AE R AA N
انیس 1.0	U N N II S
عزم 1.0	A Z M
علوم 1.0	U L UU M
نپٹا 1.0	N I P T AA
بےشمار 1.0	B AY SH U M AA R
سمجھدار 1.0	S A M A DZH DD AA R
سفارت 1.0	S I F AA R A TD
محل 1.0	M U H A L
جبر 1.0	DZ A B R
مں 1.0	M
کینسر 1.0	K AE N S A R
سودے 1.0	S O DD AY
رفعت 1.0	R I F A TD
رنز 1.0	R A N Z
رنج 1.0	R A N DZ
محض 1.0	M U H Z
کشادہ 1.0	K U SH AA DD AA
چلانا 1.0	TS A L AA N AA
مہمانوں 1.0	M U H M AA N OON
عزت 1.0	I Z Z A TD
مدِنطر 1.0	M A DD I N A TD R
فریحہ 1.0	F A R II H AA
کرائی 1.0	K A R AA II
سوئے 1.0	S OO AY
انیق 1.0	A N II Q
موجود 1.0	M O DZ UU DD
طبیعت 1.0	TD A B II J A TD
رعب 1.0	R A B
سالک 1.0	S AA L I K
بال 1.0	B AA L
غائب 1.0	GG AA I B
آفت 1.0	AA F A TD
باپ 1.0	B AA P
ترپال 1.0	TD I R P AA L
چاندی 1.0	TS AA N DD II
مت 1.0	M A TD
محی 1.0	M U H H II
ٹیمیں 1.0	T II M AYN
منتقلی 1.0	M U N TD A Q A L II
چلانی 1.0	TS A L AA N II
سودا 1.0	S O DD AA
مر 1.0	M U R
فلمبند 1.0	F I L M B A N DD
مل 1.0	M I L
من 1.0	M A N
اَسی 1.0	A S II
رنگ 1.0	R A NG
باغ 1.0	B AA GG
شاہجہان 1.0	SH AA H DZ A H AA N
باز 1.0	B AA Z
بار 1.0	B AA R
انسانوں 1.0	I N S AA N OON
باد 1.0	B AA DD
بات 1.0	B AA TD
گایا 1.0	G AA J AA
باب 1.0	B AA B
سفاری 1.0	S A F AA R II
سالہ 1.0	S AA L AA
ماہرینِ 1.0	M AA H I R II N AY
تابناک 1.0	TD AA B N AA K
پرندے 1.0	P A R I N DD AY
بیش 1.0	B AE SH
بیس 1.0	B AY S
آدم 1.0	AA DD A M
بوریوں 1.0	B OO R II OON
بےچینی 1.0	B AY TS AE N II
بیت 1.0	B II TD
دھرم 1.0	DDH A R M
پودا 1.0	P O DD AA
اخراجات 1.0	I X R AA DZ AA TD
راولا 1.0	R AA V L AA
جھاڑیاں 1.0	DZH AA RR I J AAN
لمبی 1.0	L A M B II
بین 1.0	B II N
بیل 1.0	B AY L
انیتا 1.0	A N II J A TD A N
جزیرے 1.0	DZ A Z II R AY
یاسمین 1.0	J AA S M II N
انعامات 1.0	I N AA M AA TD
فراہم 1.0	F A R AA H A M
مشھودہ 1.0	M A SH UU DD AA
پٹھانو 1.0	P A TH AA N OO
کلر 1.0	K A L L A R
حطیم 1.0	H A TD II M
کلب 1.0	K A L A B
بیچ 1.0	B AY TS
شرقپور 1.0	SH A R Q A P UU R
ضبط 1.0	Z A B TD
بیگ 1.0	B AE G
نوٹ 1.0	N OO T
لمبا 1.0	L A M B AA
پودے 1.0	P UU DD AY
سسٹم 1.0	S I S T A M
اطفان 1.0	I TD F AA N
گھوئینکی 1.0	GH UU AEN K II
زمین 1.0	Z A M II N
خوری 1.0	X O R II
صباحت 1.0	S A B AA H A TD
صاحبہ 1.0	S AA H I B AA
فاخر 1.0	F AA X I R
خصوصی 1.0	X U S UU S II
نور 1.0	N O R
متحدہ 1.0	M U TD A H H I DD AA
لائحہ 1.0	L AA I H AA
مانگ 1.0	M AA NG
روز 1.0	R OO Z
سیاح 1.0	S A J J AA H
بھرو 1.0	BH A R UU
الدین 1.0	A L DD II N
مکھی 1.0	M U K KH II
تاجروں 1.0	TD AA DZ I R OON
شنکیاری 1.0	SH A N K J AA R II
کیوں 1.0	K II J OON
مراد 1.0	M U R AA DD
روح 1.0	R UU
قبول 1.0	Q U B UU L
عمارت 1.0	I M AA R A TD
وریر 1.0	V A R II R
معمولات 1.0	M AA M UU L AA TD
سکتیں 1.0	S A K TD IIN
خطاب 1.0	X I TD AA B
فوجیوں 1.0	F OO DZ II OON
روپ 1.0	R UU P
مانی 1.0	M AA N II
مروت 1.0	M A R A V A TD
فریال 1.0	F A R J AA L
انگیز 1.0	A NG G II Z
تراسی 1.0	TD I R AA S II
ہوگیا 1.0	H OO G II AA
ماند 1.0	M AA N DD
محدود 1.0	M A H DD UU DD
ثانی 1.0	S AA N II
تینوں 1.0	TD II N OON
آنا 1.0	AA N AA
روڈ 1.0	R OO D
غلطیوں 1.0	GG A L TD II OON
ریلوے 1.0	R AY L V AY
بھری 1.0	BH A R II
عمارہ 1.0	A M M AA R AA
ماڑی 1.0	M AA RR II
کاشتکاروں 1.0	K AA SH TD K AA R OON
روک 1.0	R OO K
بھرے 1.0	BH A R AY
عالیشان 1.0	AA L II SH AA N
دلاویز 1.0	DD I L AA V AY Z
روی 1.0	R A V II
ورثاء 1.0	V A R A S AA
ناقص 1.0	N AA Q I S
آغاز 1.0	AA GG AA Z
اقبال 1.0	I Q B AA L
جھومر 1.0	DZH UU M A R
غیر 1.0	GG AE R
چاہیے 1.0	TS AA H II AY
بانو 1.0	B AA N OO
ناک 1.0	N AA K
بصیرت 1.0	B A S II R A TD
عطاءالحق 1.0	A TD AA L A H A Q
پہنچا 1.0	P A H U N TS AA
رحمان 1.0	R A H M AA N
چندریگڑھ 1.0	TS A N DD R AY G A RRH
اربوں 1.0	A R A B OON
انعام 1.0	I N AA M
استوار 1.0	I S TD I V AA R
دیال 1.0	DD I J AA L
لڑکا 1.0	L A RR K AA
لینا 1.0	L AY N AA
پرچون 1.0	P I R TS OO N
جمخانہ 1.0	DZ A M X AA N AA
چاہیں 1.0	TS AA H AYN
کاغذ 1.0	K AA GG A Z
لینے 1.0	L AY N AY
لفافہ 1.0	L I F AA F AA
کلیئے 1.0	K U L II AY
بھٹو 1.0	BH A T OO
عائشہ 1.0	AA I SH AA
لینی 1.0	L AY N II
پہنچی 1.0	P OOH H N TS II
سزا 1.0	S I Z AA
عمار 1.0	A M M AA R
ناز 1.0	N AA Z
آہنگ 1.0	AA H A NG
مصنوعات 1.0	M A S N UU AA TD
دلچسپی 1.0	DD I L TS A S P II
پہنچے 1.0	P A H A N TS AY
حضانت 1.0	H A Z AA N A TD
اگلے 1.0	U G L AY
نام 1.0	N AA M
فاروق 1.0	F AA R UU Q
چھڑا 1.0	TSH I RR AA
ناپ 1.0	N AA P
تبلیغی 1.0	TD A B L II GG II
بحالی 1.0	B A H AA L II
ہدایات 1.0	H I DD AA J AA TD
ستیاں 1.0	S U TD J AAN
نوازنے 1.0	N A V AA Z N AY
جاتےہیں 1.0	DZ AA TD AY H AYN
بھرپور 1.0	BH A R P UU R
تبدیلیوں 1.0	TD A B DD II L II OON
بدین 1.0	B A DD DD II N
عشروں 1.0	U SH R OON
دنوں 1.0	DD I N OON
وفد 1.0	V A F A DD
بھلوال 1.0	BH A L V AA L
نیوال 1.0	N AY V AA L
مصنوعی 1.0	M A S N UU Y II
غفلت 1.0	GG A F L A TD
منظوری 1.0	M A N Z UU R II
ارسلان 1.0	A R S A L AA N
ڈھانپ 1.0	DH AA M P
مبنی 1.0	M A B N II
مرغے 1.0	M U R GG AE
شرمناک 1.0	SH A R M N AA K
بدیع 1.0	B A DD II
طبی 1.0	TD A B B II
عیدالفطر 1.0	II DD U L F A TD R
مجرموں 1.0	M U DZ R A M OON
پہنیں 1.0	P AEH H N AYN
تھیں 1.0	TDH IIN
طبع 1.0	TD A B AA
بذل 1.0	B A Z A L
ننکاری 1.0	N A N K AA R II
سٹیج 1.0	S A T AY DZ
گلستان 1.0	G U L I S TD AA N
فریقین 1.0	F A R II Q AE N
کوکب 1.0	K O K A B
رہیں 1.0	R A H AYN
ذاکر 1.0	Z AA K I R
ہٹنا 1.0	H A T N AA
دکھایا 1.0	DD I KH AA J AA
بہروز 1.0	B AEH H R UU Z
درخشاں 1.0	DD A R A X SH AAN
گز 1.0	G A Z
سٹیٹ 1.0	S A T AY T
سینٹر 1.0	S AE N T A R
کشمکش 1.0	K A SH M A K A SH
قتیل 1.0	Q A TD II L
الماس 1.0	A L M AA S
حامل 1.0	H AA M I L
ناجائز 1.0	N AA DZ AA I Z
وبہبود 1.0	V A B H B UU DD
برادری 1.0	B A R AA DD R II
کوہاٹ 1.0	K OO H AA T
پی 1.0	P II
شک 1.0	SH A K
ماہ 1.0	M AA
ماں 1.0	M AAN
بچائے 1.0	B A TS AA AY
بسوں 1.0	B A S OON
شے 1.0	SH AY
جہاز 1.0	DZ A H AA Z
زلزلے 1.0	Z A L Z A L AY
پک 1.0	P I K
جہاد 1.0	DZ A H H AA DD
بچائی 1.0	B A TS AA II
زلزلہ 1.0	Z A L Z I L AA
لکھے 1.0	L I KH AY
مایوسی 1.0	M AA J UU S II
پڑ 1.0	P A RR
المال 1.0	A L M AA L
محسنہ 1.0	M U H S A N AA
لکھی 1.0	L I KH II
جمیمہ 1.0	DZ A M II M AA
پچ 1.0	P I TS
پٹ 1.0	P I T
رنجش 1.0	R A N DZ I SH
اساتذہ 1.0	A S AA TD I Z AA
ناچاکی 1.0	N AA TS AA K II
لکھا 1.0	L I KH AA
ریسکیو 1.0	R AE S K II OO
پوشی 1.0	P OO SH II
شر 1.0	SH A R
شخ 1.0	SH A X
کاروئی 1.0	K AA R UU II
قابلِ 1.0	Q AA B I L AY
پل 1.0	P I L
لقمان 1.0	L U Q M AA N
مال 1.0	M AA L
غصے 1.0	GG U S S AY
جہاں 1.0	DZ A H AAN
راولپنڈی 1.0	R AA V A L P A N D II
پر 1.0	P I R
مار 1.0	M AA R
پس 1.0	P I S
ذات 1.0	Z AA TD
گہوارہ 1.0	G AEH H V AA R AA
مجبورا 1.0	M A DZ B UU R AA
غصہ 1.0	GG U S S AA
نقدی 1.0	N A Q DD II
قریب 1.0	Q A R II B
صدرِپاکستان 1.0	S A DD R I P AA K I S TD AA N
حمزہ 1.0	H A M Z AA
پا 1.0	P AA
شپ 1.0	SH I P
بدتمیزی 1.0	B A DD TD A M AY Z II
صحیح 1.0	S A H II
نسرین 1.0	N A S R II N
شخصیات 1.0	SH A X S II J AA TD
الیکشن 1.0	I L AE K SH A N
عارف 1.0	AA R I F
لکھو 1.0	L I KH OO
تفصیلات 1.0	TD A F S II L AA TD
مالیات 1.0	M AA L I J AA TD
گو 1.0	G OO
گم 1.0	G A M
گل 1.0	G A L
مالا 1.0	M AA L AA
پنج 1.0	P A N DZ
سوالوں 1.0	S A V AA L OON
ڈھنڈورا 1.0	DH A N D OO R AA
ڈھیری 1.0	DH AY R II
انعقاد 1.0	I N AY Q AA DD
اونچا 1.0	UU N TS AA
گپ 1.0	G A P
بڈھّا 1.0	B U DH DH AA
گھڑی 1.0	GH A RR II
فِٹ 1.0	F I T
سیریز 1.0	S AE R II Z
قلی 1.0	Q A L II
ارمغان 1.0	A R M A GG AA N
اعزاز 1.0	A Z AA Z
حضور 1.0	H U Z UU R
گا 1.0	G AA
گئ 1.0	G A I
حفصہ 1.0	H A F S AA
عراق 1.0	I R AA Q
گر 1.0	G A R
گی 1.0	G II
کاظم 1.0	K AA Z A M
نالے 1.0	N AA L AY
مالک 1.0	M AA L I K
منظر 1.0	M U N A Z Z A R
گے 1.0	G AY
امدادی 1.0	I M DD AA DD II
اشہر 1.0	A SH H A R
صنعت 1.0	S A N A TD
پنڈ 1.0	P I N D
قلم 1.0	Q U L A M
دہوکہ 1.0	DD A H OO K AA
آلودگی 1.0	AA L UU DD G II
مقبرہ 1.0	M A Q B A R AA
تاشقین 1.0	TD AA SH I Q II N
شکار 1.0	SH I K AA R
عہدے 1.0	OOH H DD AY
عمیر 1.0	A M II R
منظم 1.0	M U N A Z Z A M
ہولی 1.0	H OO L II
مزدور 1.0	M A Z DD UU R
اطمینان 1.0	I TD M II N AA N
عہدہ 1.0	OOH H DD AA
مالی 1.0	M AA L II
لڑائی 1.0	L A RR AA II
بنیامن 1.0	B A N J AA M A N
تائب 1.0	TD AA I B
رفتاری 1.0	R A F TD AA R II
اچھال 1.0	U TSH AA L
موسی 1.0	M UU S II
حبل 1.0	H A B L
رکشہ 1.0	R I K SH AA
رکشے 1.0	R I K SH AY
آخر 1.0	AA X I R
تابین 1.0	TD AA B II N
حیثت 1.0	H AE S A TD
فیلڈنگ 1.0	F II L D I NG
جام 1.0	DZ AA M
بہرام 1.0	B AEH H R AA M
لڑکیوں 1.0	L A RR K II OON
طالبات 1.0	TD AA L I B AA TD
کماتا 1.0	K A M AA TD AA
معمے 1.0	M U A M M AY
محفوظہ 1.0	M A H F UU Z AA
اگائیں 1.0	U G AA AYN
موسم 1.0	M U V A S S A M
کرنسی 1.0	K A R A N S II
پریشان 1.0	P A R AY SH AA N
گرفتاری 1.0	G I R I F TD AA R II
مبشر 1.0	M U B A SH A R
لیڈی 1.0	L AY D II
ھادیہ 1.0	AA DD J AA
شمع 1.0	SH A M AA
باصلاحیت 1.0	B AA S A L AA H II J A TD
ٹھیک 1.0	TH II K
دابر 1.0	DD AA B A R
عروج 1.0	U R UU DZ
شمس 1.0	SH A M S
عفیفہ 1.0	A F II F AA
بَند 1.0	B A N DD
پیشے 1.0	P AY SH AY
چھوڑنے 1.0	TSH OO RR N AY
کتے 1.0	K A TD TD AY
سفید 1.0	S A F II DD
پیارے 1.0	P I J AA R AY
ٹیم 1.0	T II M
سفیر 1.0	S A F II R
بختاور 1.0	B A X TD AA V A R
معاملہ 1.0	M U AA M A L AA
برہم 1.0	B A R H A M
بابوسر 1.0	B AA B UU S A R
معاملے 1.0	M U AA M A L AY
نامور 1.0	N AA M V A R
سربلند 1.0	S A R B A L A N DD
انبار 1.0	A M B AA R
اویس 1.0	A V AE S
آئمہ 1.0	AA I M AA
پیشِ 1.0	P AY SH AY
پتریاٹہ 1.0	P A TD A R J AA T AA
پہچانتا 1.0	P AEH H TS AA N TD AA
مشہور 1.0	M A SH H UU R
رویئے 1.0	R A V II AY
حسنین 1.0	H A S N AE N
اوڑھ 1.0	OO RRH
ٹیں 1.0	T AYN
افراہیم 1.0	I F R AA H II M
مجموعہ 1.0	M A DZ M UU AA
عالمگیر 1.0	AA L A M G II R
کتا 1.0	K A TD TD AA
کتب 1.0	K U TD A B
مجموعی 1.0	M A DZ M UU II
ٹیک 1.0	T II K
سروش 1.0	S A R OO SH
زار 1.0	Z AA R
اشفاق 1.0	A SH F AA Q
فصل 1.0	F A S L
دیوار 1.0	DD II V AA R
سروس 1.0	S A R UU S
نبھانا 1.0	N I BH AA N AA
چھوڑنا 1.0	TSH OO RR N AA
تقرریاں 1.0	TD A Q A R R U J AAN
پیشس 1.0	P AY SH A S
رزقِ 1.0	R A Z Q AY
خبر 1.0	X A B A R
روزینہ 1.0	R OO Z II N AA
گروپوں 1.0	G A R UU P OON
ستمبر 1.0	S I TD A M B A R
نامناسب 1.0	N AA M U N AA S I B
کیسی 1.0	K AY S II
محسوس 1.0	M A H S UU S
کیسے 1.0	K AE S AY
آبرو 1.0	AA B R UU
نوشاد 1.0	N O SH AA DD
آمدنی 1.0	AA M DD A N II
آتشزدگی 1.0	AA TD I SH Z A DD G II
ہدایت 1.0	H I DD AA J A TD
زراعت 1.0	Z I R AA A TD
دارومدار 1.0	DD AA R OO M DD AA R
کتاب 1.0	K I TD AA B
جشن 1.0	DZ A SH A N
خواہش 1.0	X AA H I SH
ضرور 1.0	Z U R UU R
رضیہ 1.0	R A Z II J AA
دشمنوں 1.0	DD U SH M A N OON
فیکٹریوں 1.0	F AE K T A R II OON
ضروت 1.0	Z A R UU TD
ادھار 1.0	U DDH AA R
سالہا 1.0	S AA L H AA
نشریات 1.0	N A SH R I J AA TD
ضروی 1.0	Z U R R II
درہم 1.0	DD A R H A M
ہنگم 1.0	H A NG G A M
طاقت 1.0	TD AA Q A TD
ارصی 1.0	A R S II
غالباً 1.0	GG AA L I B A N
گھر 1.0	GH I R
ہنگو 1.0	H A NG G UU
بھیجنے 1.0	BH AY DZ N AY
فن 1.0	F A N
کنجوسی 1.0	K A N DZ UU S II
بہار 1.0	B A H AA R
علیمہ 1.0	A L II M AA
نکھر 1.0	N I KH A R
شہلا 1.0	SH A H L AA
کمزوروں 1.0	K A M Z OO R OON
کیسا 1.0	K AE S AA
چودہ 1.0	TS O DD AA
خلافِ 1.0	X A L AA F AY
تنویر 1.0	TD A N V II R
کرایہ 1.0	K A R AA J AA
فٹ 1.0	F A T
گزار 1.0	G U Z AA R
مارنے 1.0	M AA R N AY
زردی 1.0	Z A R DD II
رائیگاں 1.0	R AA II G AAN
جاگتا 1.0	DZ AA G TD AA
سازی 1.0	S AA Z II
شعر 1.0	SH AY R
پسنی 1.0	P I S N II
بڑھا 1.0	B A RRH AA
پریس 1.0	P A R AY S
ریشمی 1.0	R AY SH M II
عبادات 1.0	I B AA DD AA TD
رکھو 1.0	R A K KH UU
بڑھو 1.0	B A RRH OO
رزلٹ 1.0	R I Z A L T
رکھا 1.0	R A K KH AA
غرل 1.0	GG A R L
ٹنھڈ 1.0	TH A N DH
کالجوں 1.0	K AA L DZ OON
چیئرنگ 1.0	TS AY A R I NG
رہتا 1.0	R A H TD AA
ٹوٹی 1.0	T OO T II
ہوناچاہیے 1.0	H OO N AA TS AA H II AY
پیچیدہ 1.0	P AY TS II DD AA
رہتے 1.0	R A H TD AY
حلق 1.0	H A L Q
حلف 1.0	H A L F
بروز 1.0	B U R UU Z
نثار 1.0	N I S AA R
سازو 1.0	S AA Z UU
مساجد 1.0	M A S AA DZ I DD
لازم 1.0	L AA Z I M
رہتی 1.0	R AEH H TD II
بداعمالی 1.0	B A DD A M AA L II
کلفٹن 1.0	K A L F A T A N
رکھے 1.0	R A K KH AY
پیرزادہ 1.0	P AE R Z AA DD AA
پوشاکی 1.0	P OO SH AA K II
رکھی 1.0	R A K KH II
ارسل 1.0	A R S A L
ڈھکّن 1.0	DH A K K A N
مورگاہ 1.0	M O R G AA
زاہدہ 1.0	Z AA H I DD AA
بدمعاش 1.0	B A DD M AA SH
یومِ 1.0	J UU M AY
علاؤالدین 1.0	A L A V AA L DD II N
سازش 1.0	S AA Z I SH
جزو 1.0	DZ U Z V
بیزار 1.0	B AY Z AA R
مارنا 1.0	M AA R N AA
پسند 1.0	P I S A N DD
دعوی 1.0	DD AA V AA
پہلے 1.0	P AEH H L AY
ثقلین 1.0	S A Q L II N
پہلی 1.0	P AEH H L II
رام 1.0	R AA M
ہندوستان 1.0	H I N DD OO S TD AA N
سہاب 1.0	S A H H AA B
چاہئے 1.0	TS AA H I AY
شمسہ 1.0	SH A M S AA
خوشبو 1.0	X U SH B UU
اعتزاز 1.0	I TD I Z AA Z
بشیرہ 1.0	B A SH II R AA
عجائب 1.0	A DZ AA I B
دوسری 1.0	DD UU S R II
بھکاری 1.0	BH A K AA R II
دوسرے 1.0	DD UU S R AY
گاہکوں 1.0	G AA H A K OON
منصورہ 1.0	M A N S UU R AA
نادرہ 1.0	N AA DD I R AA
محتسب 1.0	M U H TD A S A B
سکھا 1.0	S I KH AA
راج 1.0	R AA DZ
سالانہ 1.0	S AA L AA N AA
رات 1.0	R AA TD
ادبی 1.0	A DD A B II
مانسہرہ 1.0	M AA N S A H R AA
سکھر 1.0	S I KH A R
رزاق 1.0	R A Z Z AA Q
انجمن 1.0	I N DZ A M A N
پہلو 1.0	P AEH H L OO
تجمل 1.0	TD A DZ A M M U L
راہ 1.0	R AA
حفیظہ 1.0	H A F II Z AA
منافع 1.0	M U N AA F AA
وابستہ 1.0	V AA B A S TD AA
کہکشاں 1.0	K A H K A SH AAN
اِتنا 1.0	I TD N AA
ں 1.0	A TD
علیشیہ 1.0	A L AY SH I J AA
مائیں 1.0	M AA AYN
موبائل 1.0	M OO B AA I L
نامعلوم 1.0	N AA M U L UU M
پائے 1.0	P AA AY
مجوعی 1.0	M A DZ UU II
سامان 1.0	S AA M AA N
آدمی 1.0	AA DD M II
مزید 1.0	M U Z II DD
پائی 1.0	P AA II
جائیداد 1.0	DZ AA II DD AA DD
راگ 1.0	R AA G
راک 1.0	R AA K
مولوی 1.0	M OO L V II
پہلا 1.0	P AEH H L AA
فائزہ 1.0	F AA I Z AA
کٹوا 1.0	K A T V AA
وفاقی 1.0	V A F AA Q II
پاکستان 1.0	P AA K I S TD AA N
گوادر 1.0	G A V AA DD A R
زائد 1.0	Z AA I DD
موت 1.0	M UU V A TD
کہے 1.0	K A H AY
آتا 1.0	AA TD AA
پختہ 1.0	P U X TD AA
افراح 1.0	A F R AA
افراد 1.0	A F R AA DD
تجارتی 1.0	TD I DZ AA R TD II
افراض 1.0	A F R AA Z
آخرت 1.0	AA X A R A TD
افراز 1.0	A F R AA Z
مردوں 1.0	M U R DD OON
حیدر 1.0	H AE DD A R
قالین 1.0	Q AA L II N
پاک 1.0	P AA K
موڑ 1.0	M OO RR
رخسانہ 1.0	R U X S AA N AA
شفق 1.0	SH A F A Q
کہو 1.0	K A H UU
پاپ 1.0	P AA P
آتی 1.0	AA TD II
آخری 1.0	AA X I R II
آتے 1.0	AA TD AY
کہا 1.0	K A H AA
کلیم 1.0	K A L II M
داؤد 1.0	DD U UU DD
پاس 1.0	P AA S
اصولوں 1.0	U S UU L OON
بوتل 1.0	B OO TD A L
آڑے 1.0	AA RR AY
پات 1.0	P AA TD
اٹھا 1.0	U TH AA
مسافر 1.0	M U S AA F I R
بازغہ 1.0	B AA Z GG AA
جھگڑوں 1.0	DZH A G RR OON
ملازمین 1.0	M U L AA Z M II N
گڑھ 1.0	G A RRH
مخصوص 1.0	M A X S UU S
گھوڑی 1.0	GH OO RR II
گھوڑے 1.0	GH OO RR AY
روشنی 1.0	R OO SH N II
موہن 1.0	M OO H A N
داستان 1.0	DD AA S TD AA N
استاد 1.0	U S TD AA DD
افہام 1.0	I F H AA M
تعینات 1.0	TD A Y II N AA TD
ثریا 1.0	S U R A J AA
باعث 1.0	B AA I S
تکرار 1.0	TD A K R AA R
شیٹ 1.0	SH II T
ابوبکر 1.0	A B UU B A K R
بنائی 1.0	B A N AA II
سبطین 1.0	S A B TD II N
ذہانت 1.0	Z A H AA N A TD
گھوڑا 1.0	GH OO RR AA
بڑھنے 1.0	B A RRH N AY
بھلائی 1.0	BH A L AA II
بشر 1.0	B A SH A R
عظمت 1.0	A Z M A TD
شیخ 1.0	SH II X
ٹ 1.0	T
منشور 1.0	M A N SH UU R
کونسی 1.0	K O N S II
سے 1.0	S AE
رواج 1.0	R A V AA DZ
روات 1.0	R A V AA TD
صفورہ 1.0	S A F UU R AA
سی 1.0	S II
چھپی 1.0	TSH A P P II
پیشہ 1.0	P AY SH AA
کرسمس 1.0	K A R I S M A S
ڈگری 1.0	D I G R II
جنگل 1.0	DZ A NG G A L
واسطے 1.0	V AA S I TD AY
گلاس 1.0	G A L AA S
واسطہ 1.0	V AA S I TD AA
گلاب 1.0	G U L L AA B
سچ 1.0	S A TS
حنا 1.0	H A N N AA
قدوس 1.0	Q U DD DD UU S
چمک 1.0	TS A M A K
نفرتیں 1.0	N A F A R A TD AYN
پربت 1.0	P A R B A TD
محسن 1.0	M U H S I N
چمن 1.0	TS A M A N
حنہ 1.0	H U N H AA
کونسل 1.0	K O N S A L
سو 1.0	S OO
اکرام 1.0	I K R AA M
سن 1.0	S A N
درسگاہوں 1.0	DD A R A S G AA H OON
علاوہ 1.0	A L AA V AA
ژوب 1.0	Z UU B
سنبل 1.0	S A M B A L
یقینی 1.0	J A Q II N II
عائلہ 1.0	AA I L AA
نکلے 1.0	N I K L AY
سفارشی 1.0	S I F AA R SH II
ثالث 1.0	S AA L I S
تفریح 1.0	TD A F R II H
سبحان 1.0	S U B H AA N
نکلی 1.0	N I K L II
بیسیوں 1.0	B AE S II OON
ناگہانی 1.0	N AA G A H AA N II
سر 1.0	S A R
بدصورتیاں 1.0	B A DD S UU R TD II AAN
سب 1.0	S A B
سا 1.0	S AA
مدیحہ 1.0	M A DD II H AA
ہزاروں 1.0	H A Z AA R OON
کھائیے 1.0	KH AA II AY
دعوتِ 1.0	DD A Y V A TD AY
چھا 1.0	TSH AA
بھائی 1.0	BH AA II
پڑا 1.0	P A RR AA
اقدس 1.0	A Q DD A S
ہاروت 1.0	H AA R UU TD
تقرری 1.0	TD A Q A R R U R II
قلعہ 1.0	Q A L AA
جذباتیت 1.0	DZ A Z B AA TD II J A TD
منصوبوں 1.0	M A N S UU B OON
خطرناک 1.0	X A TD A R N AA K
سوالات 1.0	S A V AA L AA TD
چمچہ 1.0	TS A M TS AA
بچپن 1.0	B A TS P A N
ملبے 1.0	M A L B AY
مغیث 1.0	M U GG II S
جمہوری 1.0	DZ A M H UU R II
ہارون 1.0	H AA R UU N
ہیبت 1.0	H AE B A TD
سالوں 1.0	S AA L OON
دائرہ 1.0	DD AA I R AA
گاہ 1.0	G AA
انہوں 1.0	U N H OON
بلاول 1.0	B A L AA V A L
فائق 1.0	F AA I Q
سعدی 1.0	S A DD II
نہاد 1.0	N I H H AA DD
پڑھ 1.0	P A RRH
حالات 1.0	H AA L AA TD
پڑے 1.0	P A RR AY
فنڈز 1.0	F A N D Z
فائز 1.0	F AA I Z
فائر 1.0	F AA I R
عبقرہ 1.0	A B Q A R AA
شدید 1.0	SH A DD II DD
سفر 1.0	S A F A R
غریبہ 1.0	GG A R II B AA
اللہ 1.0	A L L A H
ویسڑیج 1.0	V AE S RR AY DZ
جازع 1.0	DZ AA Z AY
لاڈ 1.0	L AA D
جویریہ 1.0	DZ O J R I J AA
فراست 1.0	F A R AA S A TD
اصول 1.0	U S UU L
لازمی 1.0	L AA Z M II
دہشت 1.0	DD AEH H SH A TD
سکتی 1.0	S A K TD II
سکتے 1.0	S A K TD AY
اٹھاتی 1.0	U TH AA TD II
ریاستی 1.0	R II AA S TD II
دوڑنے 1.0	DD OO RR N AY
تلاشی 1.0	TD A L AA SH II
نوجوان 1.0	N O DZ A V AA N
دھونے 1.0	DDH OO N AY
بھیڑ 1.0	BH AY RR
آسمان 1.0	AA S M AA N
خیام 1.0	X A J AA M
خیال 1.0	X A J AA L
تاکہ 1.0	TD AA K AA
اترنا 1.0	U TD A R N AA
ٹوکیو 1.0	T OO K II OO
بھیک 1.0	BH II K
کنول 1.0	K A N V A L
چھٹیاں 1.0	TSH U T T I J AAN
ہوئے 1.0	H UU AY
ہیلتھ 1.0	H AE L TDH
عدم 1.0	A DD A M
امیدیں 1.0	U M II DD AYN
دفاعی 1.0	DD I F AA II
جائیں 1.0	DZ AA AYN
ہوئی 1.0	H UU II
لاؤ 1.0	L AA OO
رفیق 1.0	R A F II Q
لاج 1.0	L AA DZ
تندرست 1.0	TD A N DD U R U S TD
علیجاہ 1.0	A L II DZ AA
اشارے 1.0	I SH AA R AY
لال 1.0	L AA L
زخمیوں 1.0	Z A X M II OON
نقشہ 1.0	N A Q SH AA
ً 1.0	A TD
سکتا 1.0	S A K TD AA
تکلفی 1.0	TD A K A L L U F II
رکزہ 1.0	R A K Z AA
رفیع 1.0	R A F II
علاقائی 1.0	A L L AA Q AA II
بگڑ 1.0	B I G A RR
زرخیز 1.0	Z A R X AY Z
راستے 1.0	R AA S TD AY
گِن 1.0	G I N
راستہ 1.0	R AA S TD AA
جائیے 1.0	DZ AA II AY
گنکا 1.0	G U N K AA
کلور 1.0	K A L OO R
پریشانی 1.0	P A R AY SH AA N II
