<oov> 1.0	oov
مشق 1.0	M A S_H A Q
مشن 1.0	M I S_H A N
اگرچہ 1.0	A G A R TS A_A
ذاکیہ 1.0	Z A_A K I J A_A
ڈالے 1.0	D A_A L A_Y
سنسر 1.0	S A N S A R
خوشنود 1.0	X U S_H N U_U D_D
میانوالی 1.0	M I J A_A N V A_A L II
احمد 1.0	A H M A D_D
احمر 1.0	A H M A R
آڈیو 1.0	A_A D II O_O
مبین 1.0	M U B II N
ڈھول 1.0	D_H O_O L
ساحر 1.0	S A_A H I R
چھتوں 1.0	TS_H A T_D O_O_N
بھاگتے 1.0	B_H A_A G T_D A_Y
لی 1.0	L II
عمارتوں 1.0	I M A_A R A T_D O_O_N
آئیں 1.0	A_A A_Y_N
لے 1.0	L A_Y
چھائی 1.0	TS_H A_A II
چمڑے 1.0	TS A M R_R A_Y
نعش 1.0	N A_A S_H
پولی 1.0	P O_O L II
بیٹا 1.0	B AE T A_A
لڑ 1.0	L A R_R
لگ 1.0	L A G
جاوید 1.0	D_Z A_A V A_Y D_D
آئیے 1.0	A_A II A_Y
گائیڈ 1.0	G A_A II D
لو 1.0	L O_O
آئی 1.0	A_A II
آئے 1.0	A_A A_Y
حالانکہ 1.0	H A_A L A_A N K A_Y
تنصیف 1.0	T_D A N S II F
حارس 1.0	H A_A R S
کامیاب 1.0	K A_A M J A_A B
ولیمہ 1.0	V A L II M A_A
عقیلہ 1.0	A Q II L A_A
شرمندگی 1.0	S_H A R M A N D_D A G II
صورت 1.0	S U_U R A T_D
صلاحیتیں 1.0	S A L A_A H I J A T_D A_Y_N
بیٹے 1.0	B AE T A_Y
پولس 1.0	P O_O L I S
پروٹوکول 1.0	P A R O_O T O_O K O_O L
شادی 1.0	S_H A_A D_D II
بیٹھ 1.0	B AE T_H
آئین 1.0	A_A II N
صفر 1.0	S A F R
عبدالملک 1.0	A B D_D U L M U L K
ہاؤس 1.0	H A_A U_U S
لاہوری 1.0	L A_A H V A R II
تماشائیوں 1.0	T_D A M A_A S_H A_A II O_O_N
سرِشام 1.0	S A R A_Y S_H A_A M
کروٹیں 1.0	K A R V A T A_Y_N
حکمرانوں 1.0	H U K M R A_A N O_O_N
ڈھونگ 1.0	D_H O_O N_G
رسالے 1.0	R A S A_A L A_Y
ڈھونڈ 1.0	D_H U_U N D
دولہے 1.0	D_D O_O L H A_Y
رائے 1.0	R A_A A_Y
حشمت 1.0	H A S_H M A T_D
مختار 1.0	M U X T_D A_A R
شیردل 1.0	S_H II R D_D I L
مرحلہ 1.0	M U R H A L A_A
خانپور 1.0	X A_A N P U_U R
مرحلے 1.0	M A R H A L A_Y
دستیاب 1.0	D_D A S T_D J A_A B
پرانا 1.0	P A R A_A N A_A
اثر 1.0	A S A R
عون 1.0	U_U N
ہیجان 1.0	H AE D_Z A_A N
قدرت 1.0	Q A D_D R A T_D
میدان 1.0	M AE D_D A_A N
تانیہ 1.0	T_D A_A N I J A_A
قدرتی 1.0	Q U D_D R A T_D II
سرمد 1.0	S A R M A D_D
خراج 1.0	X A R A_A D_Z
پرانے 1.0	P A R A_A N A_Y
خراب 1.0	X A R A_A B
پرانی 1.0	P A R A_A N II
بدمعاشی 1.0	B A D_D M A_A S_H II
انا 1.0	A N A_A
حتم 1.0	H A T_D M
دولہا 1.0	D_D O_O L H A_A
ایمان 1.0	II M A_A N
بھولتے 1.0	B_H U_U L T_D A_Y
شہناز 1.0	S_H A H N A_A Z
سہیل 1.0	S A H II L
مفادات 1.0	M U F A_A D_D A_A T_D
معاونت 1.0	M U A_A V A N A T_D
کھبا 1.0	K_H A B B A_A
شاداب 1.0	S_H A_A D_D A_A B
حشمی 1.0	H A S_H M II
دھام 1.0	D_D_H A_A M
ریحان 1.0	R AE H A_A N
مؤثر 1.0	M U_U A S S A R
ساتویں 1.0	S A_A T_D V A_Y_N
سچائی 1.0	S A TS TS A_A II
ہیرو 1.0	H AE R O_O
کریمہ 1.0	K A R II M A_A
داتا 1.0	D_D A_A T_D A_A
لگتا 1.0	L A G T_D A_A
عینک 1.0	AE N I K
تدبیریں 1.0	T_D A D_D B II R A_Y_N
مستری 1.0	M I S T_D A R II
عینی 1.0	AE N II
مانگا 1.0	M A_A N_G G A_A
مستحکم 1.0	M U S T_D A H K A M
خاصا 1.0	X A_A S A_A
ہیرا 1.0	H AE R A_A
نظمی 1.0	N A Z M II
گیں 1.0	G II_N
زمانے 1.0	Z A M A_A N A_Y
پتوکی 1.0	P A T_D O K II
مطابقت 1.0	M U T_D A_A B A Q A T_D
زمانہ 1.0	Z A M A_A N A_A
ذوالقرنین 1.0	Z U L Q A R N AE N
سینٹ 1.0	S AE N T
مخالف 1.0	M U X A_A L I F
طریقے 1.0	T_D A R II Q A_Y
برداشت 1.0	B A R D_D A_A S_H T_D
تعریف 1.0	T_D A R II F
سختی 1.0	S A X T_D II
مانگے 1.0	M A_A N_G G A_Y
مسترد 1.0	M U S T_D A R A D_D
متحد 1.0	M U T_D A H H I D_D
مانگی 1.0	M A_A N_G G II
عکاسی 1.0	A K K A_A S II
لگتی 1.0	L A G T_D II
سائنسی 1.0	S A_A I N S II
ہوٹل 1.0	H O_O T A L
موسمیات 1.0	M O_O S M II A_A T_D
لگتے 1.0	L A G T_D A_Y
طلعت 1.0	T_D A L A T_D
رنگارنگ 1.0	R A N_G G A_A R A N_G
گیا 1.0	G I J A_A
گیت 1.0	G II T_D
تسکین 1.0	T_D A S K II N
لاتی 1.0	L A_A T_D II
ناکام 1.0	N A_A K A_A M
لاتے 1.0	L A_A T_D A_Y
پھیری 1.0	P_H A_Y R II
اکبیر 1.0	A K B II R
شریف 1.0	S_H A R II F
چیز 1.0	TS II Z
چیت 1.0	TS II T_D
چیخ 1.0	TS II X
باؤلر 1.0	B A_A U_U L A R
غفران 1.0	G_G A F R A_A N
آفریدی 1.0	A_A F R II D_D II
ضرغام 1.0	Z A R G_G A_A M
مہینے 1.0	M A H II N A_Y
شریر 1.0	S_H A R II R
چیف 1.0	TS II F
چین 1.0	TS II N
اکٹھی 1.0	I K A T_H II
سمیت 1.0	S A M II T_D
افزا 1.0	A F Z A_A
خاوند 1.0	X A_A V I N D_D
سعید 1.0	S A II D_D
قص 1.0	Q I S
سمیع 1.0	S A M II
سمیر 1.0	S A M II R
کانپتے 1.0	K A_A M P T_D A_Y
کانپتی 1.0	K A_A M P T_D II
کشی 1.0	K U S_H II
نمونی 1.0	N A M U_U N II
سلمہ 1.0	S A L L M A_A
موتی 1.0	M U_U T_D II
نویسوں 1.0	N A V II S O_O_N
عمران 1.0	U M R A_A N
مچھروں 1.0	M A TS_H A R O_O_N
شریک 1.0	S_H A R II K
ٹھوکر 1.0	T_H O_O K A R
ہامون 1.0	H A_A M U_U N
مدیان 1.0	M U D_D D_D I J A_A N
اشد 1.0	A S_H A D_D
عاصم 1.0	A_A S I M
ابھی 1.0	A B_H II
مکان 1.0	M A K K A_A N
ٹھیکے 1.0	T_H A_Y K A_Y
واصفہ 1.0	V A_A S I F A_A
ثاقل 1.0	S A_A Q I L
یافتہ 1.0	J A_A F T_D A_A
اٹھانا 1.0	U T_H A_A N A_A
اطہر 1.0	A T_D H A R
طالب 1.0	T_D A_A L I B
کلمہ 1.0	K A L L M A_A
برسوں 1.0	B A R S O_O_N
دیجئیے 1.0	D_D II D_Z II A_Y
طالش 1.0	T_D A_A L I S_H
کافی 1.0	K A_A F II
نازیبا 1.0	N A_A Z II B A_A
ماسٹر 1.0	M A_A S T A R
ہماری 1.0	H A M A_A R II
قومی 1.0	Q O M II
کانگو 1.0	K A_A N_G G U_U
کوئٹہ 1.0	K U_U I T A_A
ہمدوش 1.0	H A M D_D O_O S_H
وقاص 1.0	V A Q Q A_A S
وقار 1.0	V A Q A_A R
ٹورنامنٹ 1.0	T U_U R N A_A M I N T
ہمارے 1.0	H A M A_A R A_Y
رکھیئے 1.0	R A K_H J I A_Y
قیادت 1.0	Q I J A_A D_D A T_D
ہول 1.0	H O_O L
جیلوں 1.0	D_Z A_Y L O_O_N
کرسیاں 1.0	K U R S I J A_A_N
آگاہ 1.0	A_A G A_A
شہری 1.0	S_H AE_H H R II
ثاقب 1.0	S A_A Q I B
ماورا 1.0	M A_A V A R A_A
شاخوں 1.0	S_H A_A X O_O_N
واہگہ 1.0	V A_A H G A_A
پہنچنے 1.0	P A H U N TS N A_Y
راہگیر 1.0	R A_A H G II R
شہرت 1.0	S_H AE_H H R A T_D
پیداواری 1.0	P AE D_D A_A V A_A R II
حسینہ 1.0	H A S II N A_A
ہمارا 1.0	H A M A_A R A_A
سکردو 1.0	S U K R D_D U_U
صبور 1.0	S A B U_U R
تمہاری 1.0	T_D U M H A_A R II
نااہل 1.0	N A_A A H L
چیلنج 1.0	TS AE L A N D_Z
کسان 1.0	K A S A_A N
تنخواہوں 1.0	T_D A N X A_A H O_O_N
ہوچکا 1.0	H O_O TS K A_A
سہولتیں 1.0	S U H U_U L A T_D A_Y_N
غفار 1.0	G_G A F F A_A R
جلسے 1.0	D_Z A L S A_Y
شکریہ 1.0	S_H U K R I J A_A
خلوص 1.0	X U L U_U S
ناامیدی 1.0	N A_A U M M II D_D II
بورڈنگ 1.0	B O R D I N_G
کانسٹیبل 1.0	K A_A N S T A_Y B A L
گھوم 1.0	G_H U_U M
فہم 1.0	F A H M
چپل 1.0	TS A P P A L
چپو 1.0	TS A P P U_U
خریدا 1.0	X A R II D_D A_A
ج 1.0	D_Z
عاملہ 1.0	A_A M I L A_A
پتھریاٹہ 1.0	P A T_D_H R I J A_A T A_A
دھاندلی 1.0	D_D_H A_A N D_D L II
جھگڑتا 1.0	D_Z_H A G A R_R T_D A_A
گھوڑوں 1.0	G_H O_O R_R O_O_N
رقیہ 1.0	R A Q II J A_A
ہمدردی 1.0	H A M D_D A R D_D II
اظفر 1.0	A Z F A R
مارگلہ 1.0	M A_A R G A L A_A
گرتی 1.0	G I R T_D II
کہیں 1.0	K A H A_Y_N
نیٹو 1.0	N A_Y T O_O
الٹ 1.0	A L A T
جاپانی 1.0	D_Z A_A P A_A N II
عامرہ 1.0	A_A M I R A_A
خواجہ 1.0	X A_A D_Z A_A
حیات 1.0	H A J A_A T_D
تعمیر 1.0	T_D A Y M II R
بکر 1.0	B A K A R
سیکھا 1.0	S II K_H A_A
شکایات 1.0	S_H I K A_A J A_A T_D
فارعہ 1.0	F A_A R I A_A
دھمیال 1.0	D_D_H A M J A_A L
عدولی 1.0	A D_D U_U L II
بکا 1.0	B A K A_A
کنڑول 1.0	K A N R_R O_O L
میاں 1.0	M U J A_A_N
شوکت 1.0	S_H O K A T_D
آجاگر 1.0	A_A D_Z A_A G A R
ڈیم 1.0	D AE M
جانیں 1.0	D_Z A_A N A_Y_N
الگ 1.0	A L A G
گورنمنٹ 1.0	G A V A R N M A N T
بختیار 1.0	B A X T_D J A_A R
تناؤ 1.0	T_D A N A_A O_O
الہ 1.0	A L L A_A
گلبرگ 1.0	G A L B A R G
بزمی 1.0	B A Z M II
سجاوٹ 1.0	S A D_Z A_A V A T
خریدے 1.0	X A R II D_D A_Y
یہی 1.0	J A_Y H II
سائیکل 1.0	S A_A II K A L
خاطر 1.0	X A_A T_D I R
زمانوں 1.0	Z U M A_A N O_O_N
تیمور 1.0	T_D II M U_U R
دئیے 1.0	D_D A II A_Y
تعمیل 1.0	T_D A M II L
قدسیہ 1.0	Q A D_D S I J A_A
صبا 1.0	S A B A_A
گرجدار 1.0	G A R D_Z D_D A_A R
صبح 1.0	S U B H
میڈیکل 1.0	M AE D II K A L
گزر 1.0	G U Z A R
صبر 1.0	S A B R
بدلنے 1.0	B A D_D A L N A_Y
اس 1.0	A S
حقیقی 1.0	H A Q II Q II
برصا 1.0	B A R S A_A
فیاض 1.0	F A J J A_A Z
پھٹے 1.0	P_H A T A_Y
غفور 1.0	G_G A F U_U R
مانگنے 1.0	M A_A N_G N A_Y
میزان 1.0	M II Z A_A N
تفتیشی 1.0	T_D A F T_D II S_H II
عزیر 1.0	A Z II R
عزیز 1.0	A Z II Z
لوشن 1.0	L O_O S_H A N
منان 1.0	M A N A_A N
وزن 1.0	V I Z A N
کتنا 1.0	K I T_D N A_A
حاظر 1.0	H A_A Z I R
کتنے 1.0	K I T_D N A_Y
تازہ 1.0	T_D A_A Z A_A
بمشکل 1.0	B A M U S_H I L
جاول 1.0	D_Z A_A V A L
سرگرمیوں 1.0	S A R G A R M II O_O_N
پڑھائی 1.0	P A R_R_H A_A II
جنہوں 1.0	D_Z I N H O_O_N
اڑاتے 1.0	U R_R A_A T_D A_Y
فلاحی 1.0	F A L A_A H II
انضمام 1.0	I N Z I M A_A M
معذور 1.0	M A_A Z U_U R
ملکیت 1.0	M U L K II J A T_D
سرگرمیاں 1.0	S A R G A R M I J A_A_N
بدلنا 1.0	B A D_D A L N A_A
روٹی 1.0	R O_O T II
انداز 1.0	A N D_D A_A Z
اجمل 1.0	A D_Z M A L
اطراف 1.0	I T_D R A_A F
سفارش 1.0	S A F A_A R I S_H
حیران 1.0	H AE R A_A N
انیس 1.0	U N N II S
عزم 1.0	A Z M
علوم 1.0	U L U_U M
نپٹا 1.0	N I P T A_A
بےشمار 1.0	B A_Y S_H U M A_A R
سمجھدار 1.0	S A M A D_Z_H D_D A_A R
سفارت 1.0	S I F A_A R A T_D
محل 1.0	M U H A L
جبر 1.0	D_Z A B R
مں 1.0	M
کینسر 1.0	K AE N S A R
سودے 1.0	S O D_D A_Y
رفعت 1.0	R I F A T_D
رنز 1.0	R A N Z
رنج 1.0	R A N D_Z
محض 1.0	M U H Z
کشادہ 1.0	K U S_H A_A D_D A_A
چلانا 1.0	TS A L A_A N A_A
مہمانوں 1.0	M U H M A_A N O_O_N
عزت 1.0	I Z Z A T_D
مدِنطر 1.0	M A D_D I N A T_D R
فریحہ 1.0	F A R II H A_A
کرائی 1.0	K A R A_A II
سوئے 1.0	S O_O A_Y
انیق 1.0	A N II Q
موجود 1.0	M O D_Z U_U D_D
طبیعت 1.0	T_D A B II J A T_D
رعب 1.0	R A B
سالک 1.0	S A_A L I K
بال 1.0	B A_A L
غائب 1.0	G_G A_A I B
آفت 1.0	A_A F A T_D
باپ 1.0	B A_A P
ترپال 1.0	T_D I R P A_A L
چاندی 1.0	TS A_A N D_D II
مت 1.0	M A T_D
محی 1.0	M U H H II
ٹیمیں 1.0	T II M A_Y_N
منتقلی 1.0	M U N T_D A Q A L II
چلانی 1.0	TS A L A_A N II
سودا 1.0	S O D_D A_A
مر 1.0	M U R
فلمبند 1.0	F I L M B A N D_D
مل 1.0	M I L
من 1.0	M A N
اَسی 1.0	A S II
رنگ 1.0	R A N_G
باغ 1.0	B A_A G_G
شاہجہان 1.0	S_H A_A H D_Z A H A_A N
باز 1.0	B A_A Z
بار 1.0	B A_A R
انسانوں 1.0	I N S A_A N O_O_N
باد 1.0	B A_A D_D
بات 1.0	B A_A T_D
گایا 1.0	G A_A J A_A
باب 1.0	B A_A B
سفاری 1.0	S A F A_A R II
سالہ 1.0	S A_A L A_A
ماہرینِ 1.0	M A_A H I R II N A_Y
تابناک 1.0	T_D A_A B N A_A K
پرندے 1.0	P A R I N D_D A_Y
بیش 1.0	B AE S_H
بیس 1.0	B A_Y S
آدم 1.0	A_A D_D A M
بوریوں 1.0	B O_O R II O_O_N
بےچینی 1.0	B A_Y TS AE N II
بیت 1.0	B II T_D
دھرم 1.0	D_D_H A R M
پودا 1.0	P O D_D A_A
اخراجات 1.0	I X R A_A D_Z A_A T_D
راولا 1.0	R A_A V L A_A
جھاڑیاں 1.0	D_Z_H A_A R_R I J A_A_N
لمبی 1.0	L A M B II
بین 1.0	B II N
بیل 1.0	B A_Y L
انیتا 1.0	A N II J A T_D A N
جزیرے 1.0	D_Z A Z II R A_Y
یاسمین 1.0	J A_A S M II N
انعامات 1.0	I N A_A M A_A T_D
فراہم 1.0	F A R A_A H A M
مشھودہ 1.0	M A S_H U_U D_D A_A
پٹھانو 1.0	P A T_H A_A N O_O
کلر 1.0	K A L L A R
حطیم 1.0	H A T_D II M
کلب 1.0	K A L A B
بیچ 1.0	B A_Y TS
شرقپور 1.0	S_H A R Q A P U_U R
ضبط 1.0	Z A B T_D
بیگ 1.0	B AE G
نوٹ 1.0	N O_O T
لمبا 1.0	L A M B A_A
پودے 1.0	P U_U D_D A_Y
سسٹم 1.0	S I S T A M
اطفان 1.0	I T_D F A_A N
گھوئینکی 1.0	G_H U_U AE_N K II
زمین 1.0	Z A M II N
خوری 1.0	X O R II
صباحت 1.0	S A B A_A H A T_D
صاحبہ 1.0	S A_A H I B A_A
فاخر 1.0	F A_A X I R
خصوصی 1.0	X U S U_U S II
نور 1.0	N O R
متحدہ 1.0	M U T_D A H H I D_D A_A
لائحہ 1.0	L A_A I H A_A
مانگ 1.0	M A_A N_G
روز 1.0	R O_O Z
سیاح 1.0	S A J J A_A H
بھرو 1.0	B_H A R U_U
الدین 1.0	A L D_D II N
مکھی 1.0	M U K K_H II
تاجروں 1.0	T_D A_A D_Z I R O_O_N
شنکیاری 1.0	S_H A N K J A_A R II
کیوں 1.0	K II J O_O_N
مراد 1.0	M U R A_A D_D
روح 1.0	R U_U
قبول 1.0	Q U B U_U L
عمارت 1.0	I M A_A R A T_D
وریر 1.0	V A R II R
معمولات 1.0	M A_A M U_U L A_A T_D
سکتیں 1.0	S A K T_D II_N
خطاب 1.0	X I T_D A_A B
فوجیوں 1.0	F O_O D_Z II O_O_N
روپ 1.0	R U_U P
مانی 1.0	M A_A N II
مروت 1.0	M A R A V A T_D
فریال 1.0	F A R J A_A L
انگیز 1.0	A N_G G II Z
تراسی 1.0	T_D I R A_A S II
ہوگیا 1.0	H O_O G II A_A
ماند 1.0	M A_A N D_D
محدود 1.0	M A H D_D U_U D_D
ثانی 1.0	S A_A N II
تینوں 1.0	T_D II N O_O_N
آنا 1.0	A_A N A_A
روڈ 1.0	R O_O D
غلطیوں 1.0	G_G A L T_D II O_O_N
ریلوے 1.0	R A_Y L V A_Y
بھری 1.0	B_H A R II
عمارہ 1.0	A M M A_A R A_A
ماڑی 1.0	M A_A R_R II
کاشتکاروں 1.0	K A_A S_H T_D K A_A R O_O_N
روک 1.0	R O_O K
بھرے 1.0	B_H A R A_Y
عالیشان 1.0	A_A L II S_H A_A N
دلاویز 1.0	D_D I L A_A V A_Y Z
روی 1.0	R A V II
ورثاء 1.0	V A R A S A_A
ناقص 1.0	N A_A Q I S
آغاز 1.0	A_A G_G A_A Z
اقبال 1.0	I Q B A_A L
جھومر 1.0	D_Z_H U_U M A R
غیر 1.0	G_G AE R
چاہیے 1.0	TS A_A H II A_Y
بانو 1.0	B A_A N O_O
ناک 1.0	N A_A K
بصیرت 1.0	B A S II R A T_D
عطاءالحق 1.0	A T_D A_A L A H A Q
پہنچا 1.0	P A H U N TS A_A
رحمان 1.0	R A H M A_A N
چندریگڑھ 1.0	TS A N D_D R A_Y G A R_R_H
اربوں 1.0	A R A B O_O_N
انعام 1.0	I N A_A M
استوار 1.0	I S T_D I V A_A R
دیال 1.0	D_D I J A_A L
لڑکا 1.0	L A R_R K A_A
لینا 1.0	L A_Y N A_A
پرچون 1.0	P I R TS O_O N
جمخانہ 1.0	D_Z A M X A_A N A_A
چاہیں 1.0	TS A_A H A_Y_N
کاغذ 1.0	K A_A G_G A Z
لینے 1.0	L A_Y N A_Y
لفافہ 1.0	L I F A_A F A_A
کلیئے 1.0	K U L II A_Y
بھٹو 1.0	B_H A T O_O
عائشہ 1.0	A_A I S_H A_A
لینی 1.0	L A_Y N II
پہنچی 1.0	P O_O_H H N TS II
سزا 1.0	S I Z A_A
عمار 1.0	A M M A_A R
ناز 1.0	N A_A Z
آہنگ 1.0	A_A H A N_G
مصنوعات 1.0	M A S N U_U A_A T_D
دلچسپی 1.0	D_D I L TS A S P II
پہنچے 1.0	P A H A N TS A_Y
حضانت 1.0	H A Z A_A N A T_D
اگلے 1.0	U G L A_Y
نام 1.0	N A_A M
فاروق 1.0	F A_A R U_U Q
چھڑا 1.0	TS_H I R_R A_A
ناپ 1.0	N A_A P
تبلیغی 1.0	T_D A B L II G_G II
بحالی 1.0	B A H A_A L II
ہدایات 1.0	H I D_D A_A J A_A T_D
ستیاں 1.0	S U T_D J A_A_N
نوازنے 1.0	N A V A_A Z N A_Y
جاتےہیں 1.0	D_Z A_A T_D A_Y H A_Y_N
بھرپور 1.0	B_H A R P U_U R
تبدیلیوں 1.0	T_D A B D_D II L II O_O_N
بدین 1.0	B A D_D D_D II N
عشروں 1.0	U S_H R O_O_N
دنوں 1.0	D_D I N O_O_N
وفد 1.0	V A F A D_D
بھلوال 1.0	B_H A L V A_A L
نیوال 1.0	N A_Y V A_A L
مصنوعی 1.0	M A S N U_U Y II
غفلت 1.0	G_G A F L A T_D
منظوری 1.0	M A N Z U_U R II
ارسلان 1.0	A R S A L A_A N
ڈھانپ 1.0	D_H A_A M P
مبنی 1.0	M A B N II
مرغے 1.0	M U R G_G AE
شرمناک 1.0	S_H A R M N A_A K
بدیع 1.0	B A D_D II
طبی 1.0	T_D A B B II
عیدالفطر 1.0	II D_D U L F A T_D R
مجرموں 1.0	M U D_Z R A M O_O_N
پہنیں 1.0	P AE_H H N A_Y_N
تھیں 1.0	T_D_H II_N
طبع 1.0	T_D A B A_A
بذل 1.0	B A Z A L
ننکاری 1.0	N A N K A_A R II
سٹیج 1.0	S A T A_Y D_Z
گلستان 1.0	G U L I S T_D A_A N
فریقین 1.0	F A R II Q AE N
کوکب 1.0	K O K A B
رہیں 1.0	R A H A_Y_N
ذاکر 1.0	Z A_A K I R
ہٹنا 1.0	H A T N A_A
دکھایا 1.0	D_D I K_H A_A J A_A
بہروز 1.0	B AE_H H R U_U Z
درخشاں 1.0	D_D A R A X S_H A_A_N
گز 1.0	G A Z
سٹیٹ 1.0	S A T A_Y T
سینٹر 1.0	S AE N T A R
کشمکش 1.0	K A S_H M A K A S_H
قتیل 1.0	Q A T_D II L
الماس 1.0	A L M A_A S
حامل 1.0	H A_A M I L
ناجائز 1.0	N A_A D_Z A_A I Z
وبہبود 1.0	V A B H B U_U D_D
برادری 1.0	B A R A_A D_D R II
کوہاٹ 1.0	K O_O H A_A T
پی 1.0	P II
شک 1.0	S_H A K
ماہ 1.0	M A_A
ماں 1.0	M A_A_N
بچائے 1.0	B A TS A_A A_Y
بسوں 1.0	B A S O_O_N
شے 1.0	S_H A_Y
جہاز 1.0	D_Z A H A_A Z
زلزلے 1.0	Z A L Z A L A_Y
پک 1.0	P I K
جہاد 1.0	D_Z A H H A_A D_D
بچائی 1.0	B A TS A_A II
زلزلہ 1.0	Z A L Z I L A_A
لکھے 1.0	L I K_H A_Y
مایوسی 1.0	M A_A J U_U S II
پڑ 1.0	P A R_R
المال 1.0	A L M A_A L
محسنہ 1.0	M U H S A N A_A
لکھی 1.0	L I K_H II
جمیمہ 1.0	D_Z A M II M A_A
پچ 1.0	P I TS
پٹ 1.0	P I T
رنجش 1.0	R A N D_Z I S_H
اساتذہ 1.0	A S A_A T_D I Z A_A
ناچاکی 1.0	N A_A TS A_A K II
لکھا 1.0	L I K_H A_A
ریسکیو 1.0	R AE S K II O_O
پوشی 1.0	P O_O S_H II
شر 1.0	S_H A R
شخ 1.0	S_H A X
کاروئی 1.0	K A_A R U_U II
قابلِ 1.0	Q A_A B I L A_Y
پل 1.0	P I L
لقمان 1.0	L U Q M A_A N
مال 1.0	M A_A L
غصے 1.0	G_G U S S A_Y
جہاں 1.0	D_Z A H A_A_N
راولپنڈی 1.0	R A_A V A L P A N D II
پر 1.0	P I R
مار 1.0	M A_A R
پس 1.0	P I S
ذات 1.0	Z A_A T_D
گہوارہ 1.0	G AE_H H V A_A R A_A
مجبورا 1.0	M A D_Z B U_U R A_A
غصہ 1.0	G_G U S S A_A
نقدی 1.0	N A Q D_D II
قریب 1.0	Q A R II B
صدرِپاکستان 1.0	S A D_D R I P A_A K I S T_D A_A N
حمزہ 1.0	H A M Z A_A
پا 1.0	P A_A
شپ 1.0	S_H I P
بدتمیزی 1.0	B A D_D T_D A M A_Y Z II
صحیح 1.0	S A H II
نسرین 1.0	N A S R II N
شخصیات 1.0	S_H A X S II J A_A T_D
الیکشن 1.0	I L AE K S_H A N
عارف 1.0	A_A R I F
لکھو 1.0	L I K_H O_O
تفصیلات 1.0	T_D A F S II L A_A T_D
مالیات 1.0	M A_A L I J A_A T_D
گو 1.0	G O_O
گم 1.0	G A M
گل 1.0	G A L
مالا 1.0	M A_A L A_A
پنج 1.0	P A N D_Z
سوالوں 1.0	S A V A_A L O_O_N
ڈھنڈورا 1.0	D_H A N D O_O R A_A
ڈھیری 1.0	D_H A_Y R II
انعقاد 1.0	I N A_Y Q A_A D_D
اونچا 1.0	U_U N TS A_A
گپ 1.0	G A P
بڈھّا 1.0	B U D_H D_H A_A
گھڑی 1.0	G_H A R_R II
فِٹ 1.0	F I T
سیریز 1.0	S AE R II Z
قلی 1.0	Q A L II
ارمغان 1.0	A R M A G_G A_A N
اعزاز 1.0	A Z A_A Z
حضور 1.0	H U Z U_U R
گا 1.0	G A_A
گئ 1.0	G A I
حفصہ 1.0	H A F S A_A
عراق 1.0	I R A_A Q
گر 1.0	G A R
گی 1.0	G II
کاظم 1.0	K A_A Z A M
نالے 1.0	N A_A L A_Y
مالک 1.0	M A_A L I K
منظر 1.0	M U N A Z Z A R
گے 1.0	G A_Y
امدادی 1.0	I M D_D A_A D_D II
اشہر 1.0	A S_H H A R
صنعت 1.0	S A N A T_D
پنڈ 1.0	P I N D
قلم 1.0	Q U L A M
دہوکہ 1.0	D_D A H O_O K A_A
آلودگی 1.0	A_A L U_U D_D G II
مقبرہ 1.0	M A Q B A R A_A
تاشقین 1.0	T_D A_A S_H I Q II N
شکار 1.0	S_H I K A_A R
عہدے 1.0	O_O_H H D_D A_Y
عمیر 1.0	A M II R
منظم 1.0	M U N A Z Z A M
ہولی 1.0	H O_O L II
مزدور 1.0	M A Z D_D U_U R
اطمینان 1.0	I T_D M II N A_A N
عہدہ 1.0	O_O_H H D_D A_A
مالی 1.0	M A_A L II
لڑائی 1.0	L A R_R A_A II
بنیامن 1.0	B A N J A_A M A N
تائب 1.0	T_D A_A I B
رفتاری 1.0	R A F T_D A_A R II
اچھال 1.0	U TS_H A_A L
موسی 1.0	M U_U S II
حبل 1.0	H A B L
رکشہ 1.0	R I K S_H A_A
رکشے 1.0	R I K S_H A_Y
آخر 1.0	A_A X I R
تابین 1.0	T_D A_A B II N
حیثت 1.0	H AE S A T_D
فیلڈنگ 1.0	F II L D I N_G
جام 1.0	D_Z A_A M
بہرام 1.0	B AE_H H R A_A M
لڑکیوں 1.0	L A R_R K II O_O_N
طالبات 1.0	T_D A_A L I B A_A T_D
کماتا 1.0	K A M A_A T_D A_A
معمے 1.0	M U A M M A_Y
محفوظہ 1.0	M A H F U_U Z A_A
اگائیں 1.0	U G A_A A_Y_N
موسم 1.0	M U V A S S A M
کرنسی 1.0	K A R A N S II
پریشان 1.0	P A R A_Y S_H A_A N
گرفتاری 1.0	G I R I F T_D A_A R II
مبشر 1.0	M U B A S_H A R
لیڈی 1.0	L A_Y D II
ھادیہ 1.0	A_A D_D J A_A
شمع 1.0	S_H A M A_A
باصلاحیت 1.0	B A_A S A L A_A H II J A T_D
ٹھیک 1.0	T_H II K
دابر 1.0	D_D A_A B A R
عروج 1.0	U R U_U D_Z
شمس 1.0	S_H A M S
عفیفہ 1.0	A F II F A_A
بَند 1.0	B A N D_D
پیشے 1.0	P A_Y S_H A_Y
چھوڑنے 1.0	TS_H O_O R_R N A_Y
کتے 1.0	K A T_D T_D A_Y
سفید 1.0	S A F II D_D
پیارے 1.0	P I J A_A R A_Y
ٹیم 1.0	T II M
سفیر 1.0	S A F II R
